Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Philippines,PHL,2010,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,28.8122582740397
Philippines,PHL,2009,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,32.1130990828058
Philippines,PHL,2008,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,32.1862514592
Philippines,PHL,2007,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,31.5193504554529
Philippines,PHL,2006,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,28.8220065864783
Philippines,PHL,2005,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,29.8071313663443
Philippines,PHL,2004,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,22.1312793752346
Philippines,PHL,2003,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,24.8186626369475
Philippines,PHL,2002,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,18.0968494026864
Philippines,PHL,2001,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,1.80233793836344
Philippines,PHL,2000,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.0375358798851844
Philippines,PHL,1999,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.0386174937246573
Philippines,PHL,1998,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.0480815463025291
Philippines,PHL,1997,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.030153026610046
Philippines,PHL,1996,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.0544855204729343
Philippines,PHL,1995,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.0357632473028551
Philippines,PHL,1994,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0.039397222495814
Philippines,PHL,1993,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Philippines,PHL,1992,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Philippines,PHL,1991,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Philippines,PHL,1990,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0
Philippines,PHL,2021,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2020,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2019,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2018,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2017,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2016,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2015,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2014,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2013,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2012,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2011,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2010,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2009,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2008,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2007,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2006,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2005,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2004,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2003,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2002,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2001,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2000,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1999,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1998,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1997,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1996,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1995,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1994,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1993,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1992,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1991,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,1990,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Philippines,PHL,2022,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.25799219835897
Philippines,PHL,2021,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.52842145086541
Philippines,PHL,2020,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.43034740307602
Philippines,PHL,2019,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.53825407153837
Philippines,PHL,2018,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.17950362856341
Philippines,PHL,2017,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.01292783723641
Philippines,PHL,2016,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.23478749297884
Philippines,PHL,2015,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.14207709948673
Philippines,PHL,2014,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.38784913670368
Philippines,PHL,2013,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.9668376159222
Philippines,PHL,2012,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.83371045377875
Philippines,PHL,2011,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.91210824563432
Philippines,PHL,2010,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,10.4824185881728
Philippines,PHL,2009,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.68912285234466
Philippines,PHL,2008,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.00381447197514
Philippines,PHL,2007,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.6359900018453
Philippines,PHL,2006,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.21548702956871
Philippines,PHL,2005,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,10.8561528806548
Philippines,PHL,2004,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,15.1973837053452
Philippines,PHL,2003,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,13.5436343029845
Philippines,PHL,2002,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,12.9840922689665
Philippines,PHL,2001,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,20.971307120085
Philippines,PHL,2000,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,20.2804151026717
Philippines,PHL,1999,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,28.4779880285769
Philippines,PHL,1998,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,43.7301663621502
Philippines,PHL,1997,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,48.0337713898033
Philippines,PHL,1996,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,49.8215599204511
Philippines,PHL,1995,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,56.8576026703225
Philippines,PHL,1994,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,55.5796316359697
Philippines,PHL,1993,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,52.1727679747169
Philippines,PHL,1992,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,53.8809431774256
Philippines,PHL,1991,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,49.9200748567196
Philippines,PHL,1990,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,47.2290804117446
Philippines,PHL,2021,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,22.7211103754847
Philippines,PHL,2020,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,21.3903690236352
Philippines,PHL,2019,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,20.9368263218944
Philippines,PHL,2018,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,23.4897057054649
Philippines,PHL,2017,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,24.6857793790399
Philippines,PHL,2016,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,24.3251318876174
Philippines,PHL,2015,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,25.5285937898147
Philippines,PHL,2014,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,25.736972897414
Philippines,PHL,2013,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,26.5409082454229
Philippines,PHL,2012,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,28.5478942965675
Philippines,PHL,2011,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,28.7636463513357
Philippines,PHL,2010,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,26.3783620206076
Philippines,PHL,2009,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,32.6763983981398
Philippines,PHL,2008,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.9814702158794
Philippines,PHL,2007,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,31.6598614349701
Philippines,PHL,2006,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,36.0824014229611
Philippines,PHL,2005,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,32.4167801014726
Philippines,PHL,2004,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.7773111496328
Philippines,PHL,2003,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.4695882130714
Philippines,PHL,2002,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,35.6985165163926
Philippines,PHL,2001,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,37.3486503719447
Philippines,PHL,2000,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,42.9482888054758
Philippines,PHL,1999,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,44.4921799575208
Philippines,PHL,1998,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.6090008654678
Philippines,PHL,1997,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.434681006106
Philippines,PHL,1996,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,36.9520799847441
Philippines,PHL,1995,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,36.8570066162007
Philippines,PHL,1994,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,39.9947470370006
Philippines,PHL,1993,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,40.2460589186952
Philippines,PHL,1992,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,39.1959798994975
Philippines,PHL,1991,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,42.5084798627627
Philippines,PHL,1990,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,45.4248490143199
Philippines,PHL,2021,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,14838030000
Philippines,PHL,2020,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,14573770000
Philippines,PHL,2019,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,14176620000
Philippines,PHL,2018,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,14051270000
Philippines,PHL,2017,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,13685970000
Philippines,PHL,2016,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,13975490000
Philippines,PHL,2015,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,12373880000
Philippines,PHL,2014,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10747900000
Philippines,PHL,2013,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,9957280000
Philippines,PHL,2012,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10565410000
Philippines,PHL,2011,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10199540000
Philippines,PHL,2010,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10066230000
Philippines,PHL,2009,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10447840000
Philippines,PHL,2008,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10824870000
Philippines,PHL,2007,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10309760000
Philippines,PHL,2006,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10549670000
Philippines,PHL,2005,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,9950200000
Philippines,PHL,2004,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10307770000
Philippines,PHL,2003,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,9848800000
Philippines,PHL,2002,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10269000000
Philippines,PHL,2001,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10468540000
Philippines,PHL,2000,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,11652280000
Philippines,PHL,1999,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10594000000
Philippines,PHL,1998,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,8896000000
Philippines,PHL,1997,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,7237000000
Philippines,PHL,1996,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6534000000
Philippines,PHL,1995,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6135000000
Philippines,PHL,1994,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6320000000
Philippines,PHL,1993,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5667000000
Philippines,PHL,1992,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5700000000
Philippines,PHL,1991,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5758000000
Philippines,PHL,1990,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5897000000
Philippines,PHL,2021,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.0338882058072
Philippines,PHL,2020,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.322411675102
Philippines,PHL,2019,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,13.3689987834894
Philippines,PHL,2018,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.0845094422838
Philippines,PHL,2017,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.5024584083925
Philippines,PHL,2016,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,15.3920173574017
Philippines,PHL,2015,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,15.0144758715251
Philippines,PHL,2014,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,13.910978229919
Philippines,PHL,2013,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,13.2294528738076
Philippines,PHL,2012,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.4888440915511
Philippines,PHL,2011,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.7443332947843
Philippines,PHL,2010,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,14.8596587050869
Philippines,PHL,2009,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,16.8709469060845
Philippines,PHL,2008,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,17.7979151937653
Philippines,PHL,2007,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,17.2950629917297
Philippines,PHL,2006,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,18.5789232692883
Philippines,PHL,2005,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,17.5901143776407
Philippines,PHL,2004,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,18.4208767446432
Philippines,PHL,2003,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,18.6037023044957
Philippines,PHL,2002,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,21.1876121897373
Philippines,PHL,2001,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,22.2498193411265
Philippines,PHL,2000,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,25.7281519099139
Philippines,PHL,1999,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,25.5696080324387
Philippines,PHL,1998,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,21.3866717953649
Philippines,PHL,1997,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,18.1847877980752
Philippines,PHL,1996,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,17.8004195385076
Philippines,PHL,1995,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,18.2839601835847
Philippines,PHL,1994,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,20.7492038477954
Philippines,PHL,1993,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,21.3213439181309
Philippines,PHL,1992,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,22.0332431387708
Philippines,PHL,1991,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,22.4492182931108
Philippines,PHL,1990,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,22.3990580012915
Philippines,PHL,2021,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28
Philippines,PHL,2020,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29.1
Philippines,PHL,2019,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.9
Philippines,PHL,2018,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.6
Philippines,PHL,2017,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.8
Philippines,PHL,2016,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.6
Philippines,PHL,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.8
Philippines,PHL,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.4
Philippines,PHL,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.1
Philippines,PHL,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.1
Philippines,PHL,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.8
Philippines,PHL,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.7
Philippines,PHL,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.1
Philippines,PHL,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.9
Philippines,PHL,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.4
Philippines,PHL,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.3
Philippines,PHL,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.3
Philippines,PHL,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.2
Philippines,PHL,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.9
Philippines,PHL,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.8
Philippines,PHL,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.9
Philippines,PHL,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.9
Philippines,PHL,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.6
Philippines,PHL,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.8
Philippines,PHL,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.4
Philippines,PHL,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.8
Philippines,PHL,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.8
Philippines,PHL,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.1
Philippines,PHL,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,44.1
Philippines,PHL,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.7
Philippines,PHL,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.3
Philippines,PHL,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.5
Philippines,PHL,2022,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,18.3940819528327
Philippines,PHL,2021,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,16.6817146020093
Philippines,PHL,2020,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,15.8993733275166
Philippines,PHL,2019,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,16.1707593390893
Philippines,PHL,2018,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,15.0726229954895
Philippines,PHL,2017,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,14.2775989406614
Philippines,PHL,2016,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,14.1707081429295
Philippines,PHL,2015,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,13.8142070226091
Philippines,PHL,2014,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,14.3650510143289
Philippines,PHL,2013,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,14.3768760711504
Philippines,PHL,2012,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,13.9308259705349
Philippines,PHL,2011,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,13.3201941347483
Philippines,PHL,2010,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.7224461830614
Philippines,PHL,2009,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,12.2583062284229
Philippines,PHL,2008,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,11.7161193271167
Philippines,PHL,2007,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,11.5669825847398
Philippines,PHL,2006,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,10.8152622741195
Philippines,PHL,2005,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.87191602839597
Philippines,PHL,2004,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,9.38713633267537
Philippines,PHL,2003,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,8.4992352340121
Philippines,PHL,2002,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.93375953134041
Philippines,PHL,2001,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,7.64019016970862
Philippines,PHL,2000,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.90508646360452
Philippines,PHL,1999,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.68319678092444
Philippines,PHL,1998,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.54421693309239
Philippines,PHL,1997,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.74643724834887
Philippines,PHL,1996,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.65156897311707
Philippines,PHL,1995,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.3679834834319
Philippines,PHL,1994,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.27505537293089
Philippines,PHL,1993,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.53383557910975
Philippines,PHL,1992,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,5.91466590549999
Philippines,PHL,1991,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.08587756156596
Philippines,PHL,1990,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,6.15041635669388
Philippines,PHL,2022,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,17.1699534116709
Philippines,PHL,2021,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,16.6817146020093
Philippines,PHL,2020,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,16.3178114549315
